Unnamed: 0,Date,Tweets,paper_text_processed,tweet_without_stopwords
663,2021-07-05 07:00:45+00:00,@Bitfinexed @CEOofDeathGrip @uddenactually @uitedupwook @CoinerTakingL By my calculation thi i already a $30 million thread Throwing my own cryptopunk on here to take it even higher http://tco/dgT2pW6UFa,@bitfinexed @ceoofdeathgrips @suddenactually @suitedupwook @coinerstakingls by my calculation this is already a 30 million thread throwing my own cryptopunk on here to take it even higher https://tco/dgt2pw6ufa,@bitfinexed @ceoofdeathgrips @suddenactually @suitedupwook @coinerstakingls calculation already 30 million thread throwing cryptopunk take even higher https://tco/dgt2pw6ufa
677,2021-07-04 20:25:21+00:00,"A reminder that @bobeglz ha a fantatically curated lit of CryptoPunk owner

 http://tco/kbBF9jYIn","a reminder that @bobeglz has a fantastically curated list of cryptopunk owners

 https://tco/kbbf9sjyin",reminder @bobeglz fantastically curated list cryptopunk owner https://tco/kbbf9sjyin
688,2021-07-04 13:55:30+00:00,"People ak why crypto punk don't give more utility etc

Well they don't have to becaue they're the firt 10k generative project

They don't have to pi race with other Becaue other are ""other""

LL can die tomorrow and Cryptopunk can till go up without any touch","people ask why crypto punks don't give more utility etc

well they don't have to because they're the first 10k generative project

they don't have to piss race with others because others are ""others""

ll can die tomorrow and cryptopunk can still go up without any touch","people ask crypto punk give utility etc well they're first 10k generative project piss race others others ""others"" die tomorrow cryptopunk still go without touch"
717,2021-07-03 15:04:08+00:00,"Thi i a really cool project CL I picked up one but going to get more once I re-charge my wallet
Thi jut may be the modern verion of #cryptopunk
#nftcollector #NFTartit http://tco/Dz98JZV3FM","this is a really cool project cl i picked up one but going to get more once i re-charge my wallet
this just may be the modern version of cryptopunk
nftcollector nftartist https://tco/dz98jzv3fm",really cool project cl picked going get re-charge wallet may modern version cryptopunk nftcollector nftartist https://tco/dz98jzv3fm
786,2021-07-01 11:29:52+00:00,Intereting how the #cryptopunk market i moving again Slowly creeping up on u it eem Alo intereting to ee how many people are reaching out to enquire about them More direct engagement than I’ve had before (wa uually jut bid),interesting how the cryptopunk market is moving again slowly creeping up on us it seems also interesting to see how many people are reaching out to enquire about them more direct engagement than i’ve had before (was usually just bids),interesting cryptopunk market moving slowly creeping u seems also interesting see many people reaching enquire direct engagement i’ve (was usually bids)
845,2021-06-29 19:22:27+00:00,"if cryptopunk truly become culturally ignificant they will be interpretated/tranlated into hundred of different art tyle including 3d metavere model

imagine playing fortnite with an adaption of your cryptopunk a a fortnite kin lol http://tco/awlj6b2ZNg","if cryptopunk truly become culturally significant they will be interpretated/translated into hundreds of different art styles including 3d metaverse models

imagine playing fortnite with an adaption of your cryptopunk as a fortnite skin lol https://tco/awlj6b2zng",cryptopunk truly become culturally significant interpretated/translated hundred different art style including 3d metaverse model imagine playing fortnite adaption cryptopunk fortnite skin lol https://tco/awlj6b2zng
869,2021-06-29 10:58:41+00:00,Seeing the cryptopunk floor go up i making me o ad conidering 2 day ago I wa literally one ale away from getting one ughhhhhhhh I need a whale to help me,eeing the cryptopunk floor go up is making me so sad considering 2 days ago i was literally one sale away from getting one ughhhhhhhh i need a whale to help me,eeing cryptopunk floor go making sad considering 2 day ago literally away getting ughhhhhhhh need whale help
896,2021-06-28 20:57:55+00:00,"Oh and another thing I have been abolutely obeed with the idea of owning a CryptoPunk lately Sometime I get nervou about miing the next big NFT wave I really have been buting a in thi pace trying to make ure Kiki i et up properly for it 

Finger croed 🤞 http://tco/IxbvjYSmej","oh and another thing i have been absolutely obsessed with the idea of owning a cryptopunk lately sometimes i get nervous about missing the next big nft wave i really have been busting ass in this space trying to make sure kiki is set up properly for it 

fingers crossed 🤞 https://tco/ixbvjysmej",oh another thing absolutely obsessed idea owning cryptopunk lately sometimes get nervous missing next big nft wave really busting as space trying make sure kiki set properly finger crossed 🤞 https://tco/ixbvjysmej
899,2021-06-28 19:35:42+00:00,what tipped you off that the bull market in't over jayz buying a cryptopunk marvel putting their IP on an ethereum-baed platform thi the beginning of the whole world adopting crypto (motly eth) before it really end it' going to look like year 2000 nadaq around here,what tipped you off that the bull market isn't over jayz buying a cryptopunk marvel putting their ip on an ethereum-based platform this the beginning of the whole world adopting crypto (mostly eth) before it really ends it's going to look like year 2000 nasdaq around here,tipped bull market jayz buying cryptopunk marvel putting ip ethereum-based platform beginning whole world adopting crypto (mostly eth) really end going look like year 2000 nasdaq around
938,2021-06-27 16:48:06+00:00,@ABigThingBadly People with cryptopunk pfp’ a /10000 generative project of 24px by 24px low-re portrait originally given out for free now gatekeeping for “real art” Nothing in the NFT pace i eriou,@abigthingbadly people with cryptopunk pfp’s a /10000 generative project of 24px by 24px low-res portraits originally given out for free now gatekeeping for “real art” nothing in the nft space is seriou,@abigthingbadly people cryptopunk pfp’s /10000 generative project 24px 24px low-res portrait originally given free gatekeeping “real art” nothing nft space seriou
942,2021-06-27 14:58:45+00:00,"""you never actually own a CryptoPunk you merely look after it for the next generation""™","""you never actually own a cryptopunk you merely look after it for the next generation""™","""you never actually cryptopunk merely look next generation""™"
967,2021-06-26 16:54:15+00:00,"Even tho I'm not a big fan of cryptopunk clone had to make an exception for thee ""copycat"" 😉😻

@catperonnft ha my econd favorite cat collectible on all of #hicetnunc 

(I am my own favorite #loveyourelf)

Really happy with the four cat peron I got🌞🌞 http://tco/KTU7ZDRx7P","even tho i'm not a big fan of cryptopunk clones had to make an exception for these ""copycats"" 😉😻

@catpersonnft has my second favorite cat collectibles on all of hicetnunc 

(i am my own favorite loveyourself)

really happy with the four cat persons i got🌞🌞 https://tco/ktu7zdrx7p","even tho big fan cryptopunk clone make exception ""copycats"" 😉😻 @catpersonnft second favorite cat collectible hicetnunc (i favorite loveyourself) really happy four cat person got🌞🌞 https://tco/ktu7zdrx7p"
968,2021-06-26 16:50:53+00:00,@long I'd peronally buy a CryptoPunk for ~25 Eth buy 3-4 ape around 10 Eth each and then buy a cool rare ape with the ret,@long i'd personally buy a cryptopunk for ~25 eth buy 3-4 apes around 10 eth each and then buy a cool rare ape with the rest,@long i'd personally buy cryptopunk ~25 eth buy 3-4 ape around 10 eth buy cool rare ape rest
994,2021-06-26 00:10:03+00:00,"I had to ay good-bye to #Cryptopunk 9022 Hello Dog 7965 My gold ape now ha a gold dog The one that wa originally on the webite pre-reveal

Don’t worry the #PeoplePunk 349 i not going anywhere http://tco/EY57Q3JDKo http://tco/xhwwrJ9wZD","i had to say good-bye to cryptopunk 9022 hello dog 7965 my gold ape now has a gold dog the one that was originally on the website pre-reveal

don’t worry the peoplespunk 349 is not going anywhere https://tco/ey57q3jdko https://tco/xhwwrj9wzd",say good-bye cryptopunk 9022 hello dog 7965 gold ape gold dog originally website pre-reveal don’t worry peoplespunk 349 going anywhere https://tco/ey57q3jdko https://tco/xhwwrj9wzd
1010,2021-06-25 18:26:48+00:00,jay z really got a cryptopunk 2021 i wild,jay z really got a cryptopunk 2021 is wild,jay z really got cryptopunk 2021 wild
1019,2021-06-25 16:52:50+00:00,"JayZ i wearing a #CryptoPunk avatar to 3m follower today Thi i the tart of omething big

Any neaker head can tell you about how the new tyle of hip hop artit and NBA player echo then pread to the culturally aware the to the mae http://tco/BfQehYI5i","jayz is wearing a cryptopunk avatar to 3m followers today this is the start of something big

any sneaker head can tell you about how the new styles of hip hop artists and nba players echo then spread to the culturally aware the to the masses https://tco/bfqehsyi5i",jayz wearing cryptopunk avatar 3m follower today start something big sneaker head tell new style hip hop artist nba player echo spread culturally aware mass https://tco/bfqehsyi5i
1023,2021-06-25 16:12:38+00:00,"Thi feel like the day Drake/Ninja/Travi Scott played Fortnite together for 630000 concurrent viewer It wa a turning point for the gaming indutry

I think Hov making hi Twitter pic a CryptoPunk will be equally a impactful for NFT’ http://tco/iIDVBbnRao","this feels like the day drake/ninja/travis scott played fortnite together for 630000 concurrent viewers it was a turning point for the gaming industry

i think hov making his twitter pic a cryptopunk will be equally as impactful for nft’s https://tco/iidvbbnrao",feel like day drake/ninja/travis scott played fortnite together 630000 concurrent viewer turning point gaming industry think hov making twitter pic cryptopunk equally impactful nft’s https://tco/iidvbbnrao
1027,2021-06-25 15:56:50+00:00,"Aweome to ee Jay Z officially join the NFT pace and rock a CryptoPunk a profile pic

And yeah it doen’t matter that it’ not an ape http://tco/Q7HVyaM43q","awesome to see jay z officially join the nft space and rock a cryptopunk as profile pic

and yeah it doesn’t matter that it’s not an ape https://tco/q7hvyam43q",awesome see jay z officially join nft space rock cryptopunk profile pic yeah doesn’t matter it’s ape https://tco/q7hvyam43q
1042,2021-06-25 14:54:50+00:00,"A of thi morning HOVA ha updated hi twitter avatar to Cryptopunk #6095

“Sorry Mr Drizzy for o much art talk / Silly me rappin’ ’bout hit that I really bought”

Doe Mr Carter’ public entry into the game change your outlook on the #NFT &amp; digital art pace http://tco/rwZifnfvPd","as of this morning hova has updated his twitter avatar to cryptopunk 6095

“sorry mrs drizzy for so much art talk / silly me rappin’ ’bout shit that i really bought”

does mr carter’s public entry into the game change your outlook on the nft &amp; digital art space https://tco/rwzifnfvpd",morning hova updated twitter avatar cryptopunk 6095 “sorry mr drizzy much art talk / silly rappin’ ’bout shit really bought” mr carter’s public entry game change outlook nft digital art space https://tco/rwzifnfvpd
1069,2021-06-25 13:52:11+00:00,bruh jay z really changed hi pfp to a cryptopunk wow,bruh jay z really changed his pfp to a cryptopunk wow,bruh jay z really changed pfp cryptopunk wow
1093,2021-06-24 18:44:30+00:00,"Ya the #cryptopunk #CRYPTOPUNK at @Sotheby i at 100000GBP  But really #whoworeitbetter 

#Cryptoart #altPUNKSare4REALPUNKS #FUCKyourCRYPTOpunkPUNKS #INTERNET #quidgang #CSC http://tco/kdNbai0ni","ya the cryptopunk cryptopunk at @sothebys is at 100000gbp  but really whoworeitbetter 

cryptoart altpunksare4realpunks fuckyourcryptopunkpunks internet squidgang csc https://tco/kdnsbai0ni",ya cryptopunk cryptopunk @sothebys 100000gbp really whoworeitbetter cryptoart altpunksare4realpunks fuckyourcryptopunkpunks internet squidgang csc https://tco/kdnsbai0ni
1170,2021-06-21 17:25:07+00:00,@kanyewet The man i a huge roblox player and he ha a friend literally named lil pump Cryptopunk purchae inevitable http://tco/zb0n7XAhHp,@kanyewest the man is a huge roblox player and he has a friend literally named lil pump cryptopunk purchase inevitable https://tco/zb0n7xahhp,@kanyewest man huge roblox player friend literally named lil pump cryptopunk purchase inevitable https://tco/zb0n7xahhp
