,date,from,to,eth_price,punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,img_url
12954,11/27/21,3096,1070,83.95,8604,Human,Female,Light,3,"['Blue Eye Shadow', 'Knitted Cap', 'Black Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8604.png
12955,4/24/22,1070,1040,0,8604,Human,Female,Light,3,"['Blue Eye Shadow', 'Knitted Cap', 'Black Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8604.png
12956,4/24/22,1070,5890,0,8604,Human,Female,Light,3,"['Blue Eye Shadow', 'Knitted Cap', 'Black Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8604.png
16101,8/1/21,5028,96,39.99,8605,Human,Female,Light,2,"['Blonde Short', 'Cigarette']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8605.png
16102,8/5/21,96,3555,55,8605,Human,Female,Light,2,"['Blonde Short', 'Cigarette']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8605.png
12076,2/24/21,2097,5491,42,8606,Human,Male,Medium,3,"['Luxurious Beard', 'Gold Chain', 'Knitted Cap']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8606.png
12284,3/2/21,3392,2523,22.5,8607,Human,Male,Dark,2,"['Classic Shades', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8607.png
7356,5/22/20,809,3266,1,8609,Human,Male,Light,3,"['Frown', 'Earring', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8609.png
7357,9/26/21,1216,585,108,8609,Human,Male,Light,3,"['Frown', 'Earring', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8609.png
7358,7/14/22,5993,5432,84.95,8609,Human,Male,Light,3,"['Frown', 'Earring', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8609.png
12339,3/4/21,6309,1780,22.25,8611,Human,Male,Medium,3,"['Handlebars', 'Earring', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8611.png
12340,3/28/21,1780,824,17,8611,Human,Male,Medium,3,"['Handlebars', 'Earring', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8611.png
12341,3/30/21,824,231,17.75,8611,Human,Male,Medium,3,"['Handlebars', 'Earring', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8611.png
15238,7/1/21,5028,6000,36.99,8612,Human,Male,Light,2,"['Stringy Hair', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8612.png
15239,8/21/21,128,5488,75,8612,Human,Male,Light,2,"['Stringy Hair', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8612.png
15240,7/9/22,5488,5028,98.75,8612,Human,Male,Light,2,"['Stringy Hair', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8612.png
12074,2/24/21,2097,2027,25,8613,Human,Male,Dark,3,"['Messy Hair', 'Big Shades', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8613.png
12075,4/8/21,2027,6283,25,8613,Human,Male,Dark,3,"['Messy Hair', 'Big Shades', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8613.png
6476,1/22/20,1904,2824,0.7,8616,Human,Male,Medium,3,"['Cap', 'Front Beard Dark', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8616.png
12084,2/24/21,2097,5028,80,8617,Human,Female,Light,4,"['Orange Side', 'Pipe', 'Big Shades', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8617.png
12085,3/12/21,5028,6417,109.99,8617,Human,Female,Light,4,"['Orange Side', 'Pipe', 'Big Shades', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8617.png
12086,3/21/21,6417,4045,145,8617,Human,Female,Light,4,"['Orange Side', 'Pipe', 'Big Shades', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8617.png
16186,8/3/21,2508,359,400,8620,Human,Male,Light,2,"['Beanie', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8620.png
14088,4/16/21,3392,6161,22.49,8621,Human,Female,Dark,4,"['Black Lipstick', 'Earring', 'Straight Hair Dark', 'Cigarette']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8621.png
12217,3/1/21,3392,4751,28.5,8622,Human,Male,Medium,2,"['Smile', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8622.png
12218,4/6/21,4751,6168,19.99,8622,Human,Male,Medium,2,"['Smile', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8622.png
12219,8/15/21,6168,2868,7.70E-06,8622,Human,Male,Medium,2,"['Smile', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8622.png
13816,4/10/21,3392,1773,24.49,8623,Human,Female,Light,3,"['Black Lipstick', 'Regular Shades', 'Straight Hair Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8623.png
13308,3/27/21,5795,68,18.99,8634,Human,Male,Albino,3,"['Frown', 'Pipe', 'Shaved Head']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8634.png
13309,4/13/21,68,826,25.5,8634,Human,Male,Albino,3,"['Frown', 'Pipe', 'Shaved Head']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8634.png
13310,5/28/21,3362,5750,22.99,8634,Human,Male,Albino,3,"['Frown', 'Pipe', 'Shaved Head']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8634.png
832,7/11/17,820,4540,0.39,8635,Human,Female,Medium,3,"['Red Mohawk', 'Clown Eyes Green', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8635.png
833,6/8/18,4540,3175,0.25,8635,Human,Female,Medium,3,"['Red Mohawk', 'Clown Eyes Green', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8635.png
834,1/5/21,4489,1533,6.25,8635,Human,Female,Medium,3,"['Red Mohawk', 'Clown Eyes Green', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8635.png
835,1/12/21,1533,3401,6.95,8635,Human,Female,Medium,3,"['Red Mohawk', 'Clown Eyes Green', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8635.png
836,2/22/21,3401,4549,30,8635,Human,Female,Medium,3,"['Red Mohawk', 'Clown Eyes Green', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8635.png
16148,8/1/21,2800,308,39.91,8636,Human,Female,Medium,3,"['Clown Eyes Green', 'Hot Lipstick', 'Blonde Bob']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8636.png
16149,1/11/22,6333,5636,73.9,8636,Human,Female,Medium,3,"['Clown Eyes Green', 'Hot Lipstick', 'Blonde Bob']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8636.png
15164,6/26/21,3499,2749,16.8,8637,Human,Male,Dark,3,"['Earring', 'Normal Beard', 'Headband']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8637.png
15165,8/27/21,2749,3581,94.02,8637,Human,Male,Dark,3,"['Earring', 'Normal Beard', 'Headband']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8637.png
15166,11/21/21,6015,5422,89.69,8637,Human,Male,Dark,3,"['Earring', 'Normal Beard', 'Headband']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8637.png
9752,1/4/21,506,4290,12.5,8639,Human,Female,Medium,1,['Clown Eyes Green'],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8639.png
9753,1/24/21,4290,2843,17.86,8639,Human,Female,Medium,1,['Clown Eyes Green'],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8639.png
9754,8/5/21,3423,345,75,8639,Human,Female,Medium,1,['Clown Eyes Green'],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8639.png
9755,8/28/21,345,2545,180,8639,Human,Female,Medium,1,['Clown Eyes Green'],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8639.png
9756,6/3/22,2545,1040,0,8639,Human,Female,Medium,1,['Clown Eyes Green'],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8639.png
3086,6/11/18,5223,1217,0.05,8640,Human,Male,Light,2,"['Vampire Hair', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8640.png
9821,1/10/21,506,1374,4.8,8641,Human,Male,Albino,2,"['Frumpy Hair', 'Clown Eyes Blue']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8641.png
9822,2/22/21,1374,1316,22,8641,Human,Male,Albino,2,"['Frumpy Hair', 'Clown Eyes Blue']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8641.png
9823,8/23/21,3830,1368,66.66666667,8641,Human,Male,Albino,2,"['Frumpy Hair', 'Clown Eyes Blue']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8641.png
15434,7/16/21,2292,4297,27.75,8642,Human,Male,Dark,3,"['Bandana', 'Shadow Beard', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8642.png
15459,7/19/21,1095,3016,22.9,8643,Human,Male,Dark,3,"['Muttonchops', 'Silver Chain', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8643.png
15460,8/4/21,3016,3499,36,8643,Human,Male,Dark,3,"['Muttonchops', 'Silver Chain', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8643.png
15461,8/6/21,3499,1811,56.9,8643,Human,Male,Dark,3,"['Muttonchops', 'Silver Chain', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8643.png
15462,8/23/21,1811,559,57.9,8643,Human,Male,Dark,3,"['Muttonchops', 'Silver Chain', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8643.png
15463,1/25/22,544,4037,79,8643,Human,Male,Dark,3,"['Muttonchops', 'Silver Chain', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8643.png
11190,2/17/21,2292,1727,9.5,8644,Human,Male,Dark,2,"['Messy Hair', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8644.png
11191,2/21/21,1727,5555,15.7,8644,Human,Male,Dark,2,"['Messy Hair', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8644.png
11192,8/4/21,5555,4084,35.65,8644,Human,Male,Dark,2,"['Messy Hair', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8644.png
11193,8/10/21,4084,64,44.9,8644,Human,Male,Dark,2,"['Messy Hair', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8644.png
11194,8/14/21,64,1655,42.9,8644,Human,Male,Dark,2,"['Messy Hair', 'Clown Eyes Blue']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8644.png
17219,12/3/21,3096,670,75.95,8645,Human,Male,Dark,3,"['Front Beard', 'Cap', 'Horned Rim Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8645.png
546,7/4/17,2639,3828,0.32,8646,Human,Female,Light,3,"['Blue Eye Shadow', 'Mohawk Thin', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8646.png
14181,4/21/21,3558,4551,21.97,8647,Human,Female,Dark,3,"['Horned Rim Glasses', 'Stringy Hair', 'Purple Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8647.png
14377,4/30/21,2292,4400,22.75,8648,Human,Male,Albino,3,"['Mohawk Thin', 'Eye Patch', 'Mole']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8648.png
14378,6/19/22,4400,5169,75,8648,Human,Male,Albino,3,"['Mohawk Thin', 'Eye Patch', 'Mole']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8648.png
6817,5/2/20,1532,3102,0.57,8649,Human,Male,Light,3,"['Muttonchops', 'Horned Rim Glasses', 'Do-rag']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8649.png
6818,8/6/21,3102,314,55,8649,Human,Male,Light,3,"['Muttonchops', 'Horned Rim Glasses', 'Do-rag']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8649.png
12482,3/10/21,3392,2154,40,8651,Human,Male,Light,4,"['Clown Nose', 'Shadow Beard', 'Horned Rim Glasses', 'Cowboy Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8651.png
12483,8/1/21,2154,5115,66.66,8651,Human,Male,Light,4,"['Clown Nose', 'Shadow Beard', 'Horned Rim Glasses', 'Cowboy Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8651.png
10623,2/13/21,4791,4806,6.56,8653,Human,Male,Medium,3,"['Cigarette', 'Peak Spike', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8653.png
10624,5/8/21,3588,2417,21,8653,Human,Male,Medium,3,"['Cigarette', 'Peak Spike', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8653.png
10625,8/6/21,2417,1153,55,8653,Human,Male,Medium,3,"['Cigarette', 'Peak Spike', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8653.png
10626,12/24/21,5160,400,65,8653,Human,Male,Medium,3,"['Cigarette', 'Peak Spike', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8653.png
10627,1/8/22,400,63,63,8653,Human,Male,Medium,3,"['Cigarette', 'Peak Spike', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8653.png
10628,1/10/22,63,1329,60,8653,Human,Male,Medium,3,"['Cigarette', 'Peak Spike', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8653.png
10629,1/28/22,2460,2490,86,8653,Human,Male,Medium,3,"['Cigarette', 'Peak Spike', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8653.png
10630,1/31/22,2490,2290,86,8653,Human,Male,Medium,3,"['Cigarette', 'Peak Spike', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8653.png
15804,7/31/21,4791,3214,49,8654,Human,Male,Albino,3,"['Gold Chain', 'Earring', 'Mohawk Dark']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8654.png
8891,9/25/20,3558,766,2.96,8655,Human,Male,Light,3,"['Front Beard Dark', 'Earring', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8655.png
8892,12/22/20,766,1275,3.25,8655,Human,Male,Light,3,"['Front Beard Dark', 'Earring', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8655.png
8893,1/13/21,1275,2018,4.9,8655,Human,Male,Light,3,"['Front Beard Dark', 'Earring', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8655.png
7985,6/25/20,3558,4471,1.1,8656,Human,Female,Dark,2,"['Mohawk Thin', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8656.png
7986,9/24/20,4471,4137,2.99,8656,Human,Female,Dark,2,"['Mohawk Thin', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8656.png
7987,2/19/21,4137,1745,13.81,8656,Human,Female,Dark,2,"['Mohawk Thin', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8656.png
7988,6/19/22,1745,2951,64,8656,Human,Female,Dark,2,"['Mohawk Thin', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8656.png
10680,2/14/21,506,1995,24.99,8658,Human,Male,Albino,4,"['Shadow Beard', 'Wild Hair', 'Pipe', 'Smile']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8658.png
10681,3/1/21,2761,2878,37,8658,Human,Male,Albino,4,"['Shadow Beard', 'Wild Hair', 'Pipe', 'Smile']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8658.png
2666,3/18/18,3242,1311,0.1,8659,Human,Male,Light,3,"['Stringy Hair', 'Gold Chain', 'Shadow Beard']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8659.png
2667,4/20/18,1311,469,0.1,8659,Human,Male,Light,3,"['Stringy Hair', 'Gold Chain', 'Shadow Beard']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8659.png
2668,2/19/21,1668,4549,18.88,8659,Human,Male,Light,3,"['Stringy Hair', 'Gold Chain', 'Shadow Beard']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8659.png
8909,9/25/20,779,1053,3.5,8662,Human,Female,Medium,2,"['Mole', 'Bandana']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8662.png
8910,7/14/21,1684,1374,19.8,8662,Human,Female,Medium,2,"['Mole', 'Bandana']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8662.png
8911,7/16/22,1374,4892,79,8662,Human,Female,Medium,2,"['Mole', 'Bandana']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8662.png
11906,2/22/21,2292,464,23,8665,Human,Female,Dark,2,"['Red Mohawk', 'Purple Eye Shadow']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8665.png
7991,6/26/20,3558,5739,0.79,8666,Human,Male,Medium,3,"['Peak Spike', 'Earring', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8666.png
7992,8/23/20,5739,3558,0.85,8666,Human,Male,Medium,3,"['Peak Spike', 'Earring', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8666.png
7993,9/26/20,3558,4137,2.96,8666,Human,Male,Medium,3,"['Peak Spike', 'Earring', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8666.png
7994,2/21/21,4137,4791,14.78,8666,Human,Male,Medium,3,"['Peak Spike', 'Earring', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8666.png
7995,8/26/21,4791,775,82.5,8666,Human,Male,Medium,3,"['Peak Spike', 'Earring', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8666.png
7996,8/28/21,775,5411,114,8666,Human,Male,Medium,3,"['Peak Spike', 'Earring', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8666.png
5721,11/23/19,5572,5580,0.25,8667,Human,Male,Dark,3,"['Frown', 'Muttonchops', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8667.png
5722,5/3/21,1240,2587,23,8667,Human,Male,Dark,3,"['Frown', 'Muttonchops', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8667.png
5723,8/5/21,3499,843,35.9,8667,Human,Male,Dark,3,"['Frown', 'Muttonchops', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8667.png
5724,8/19/21,843,2866,49.9,8667,Human,Male,Dark,3,"['Frown', 'Muttonchops', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8667.png
5725,8/19/21,3597,2866,49,8667,Human,Male,Dark,3,"['Frown', 'Muttonchops', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8667.png
5726,8/23/21,5186,3871,66.97,8667,Human,Male,Dark,3,"['Frown', 'Muttonchops', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8667.png
5727,8/23/21,2866,5186,54.98,8667,Human,Male,Dark,3,"['Frown', 'Muttonchops', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8667.png
16857,8/28/21,3096,2780,124,8668,Human,Male,Medium,2,"['Handlebars', 'Wild Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8668.png
16858,8/28/21,4041,3096,108.99,8668,Human,Male,Medium,2,"['Handlebars', 'Wild Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8668.png
17149,11/6/21,6241,4376,100,8669,Human,Female,Light,3,"['Medical Mask', 'Dark Hair', 'Clown Eyes Blue']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8669.png
17683,6/7/22,4466,3096,60,8670,Human,Female,Medium,4,"['Silver Chain', 'Green Eye Shadow', 'Straight Hair Blonde', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8670.png
17684,6/18/22,4282,5028,77.95,8670,Human,Female,Medium,4,"['Silver Chain', 'Green Eye Shadow', 'Straight Hair Blonde', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8670.png
17685,7/15/22,5028,6405,107.99,8670,Human,Female,Medium,4,"['Silver Chain', 'Green Eye Shadow', 'Straight Hair Blonde', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8670.png
16456,8/12/21,2750,4184,46.2,8671,Human,Male,Light,4,"['Cigarette', 'Muttonchops', 'Earring', 'Shaved Head']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8671.png
16457,6/26/22,4884,3096,70,8671,Human,Male,Light,4,"['Cigarette', 'Muttonchops', 'Earring', 'Shaved Head']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8671.png
16458,7/10/22,4282,4463,82.95,8671,Human,Male,Light,4,"['Cigarette', 'Muttonchops', 'Earring', 'Shaved Head']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8671.png
10467,2/11/21,2166,425,21,8672,Human,Male,Dark,3,"['Messy Hair', 'Clown Eyes Blue', 'Buck Teeth']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8672.png
10468,3/3/21,425,1600,49,8672,Human,Male,Dark,3,"['Messy Hair', 'Clown Eyes Blue', 'Buck Teeth']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8672.png
219,6/29/17,1406,2794,0.13,8673,Human,Male,Medium,3,"['Luxurious Beard', 'Earring', 'Crazy Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8673.png
220,3/2/18,2794,1146,0.23,8673,Human,Male,Medium,3,"['Luxurious Beard', 'Earring', 'Crazy Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8673.png
7527,5/23/20,992,3780,1.48,8676,Human,Male,Dark,2,"['Fedora', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8676.png
7528,9/11/20,3780,4055,1.98,8676,Human,Male,Dark,2,"['Fedora', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8676.png
7529,10/21/20,4055,3435,5.95,8676,Human,Male,Dark,2,"['Fedora', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8676.png
4004,1/9/19,809,6055,0.448,8677,Human,Male,Light,3,"['Cap', 'Rosy Cheeks', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8677.png
12859,3/14/21,3392,1568,36.99,8680,Human,Female,Dark,3,"['Clown Nose', 'Blonde Bob', 'Cigarette']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8680.png
7320,5/22/20,2316,3523,1,8681,Human,Male,Light,3,"['Mohawk Thin', 'Big Shades', 'Normal Beard']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8681.png
7321,8/29/21,1472,1360,145,8681,Human,Male,Light,3,"['Mohawk Thin', 'Big Shades', 'Normal Beard']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8681.png
8737,9/20/20,1406,3741,2.19,8682,Human,Male,Medium,4,"['Cigarette', 'Nerd Glasses', 'Normal Beard', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8682.png
8738,9/23/20,3741,5194,2.5,8682,Human,Male,Medium,4,"['Cigarette', 'Nerd Glasses', 'Normal Beard', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8682.png
8739,2/13/21,3844,1535,7.77,8682,Human,Male,Medium,4,"['Cigarette', 'Nerd Glasses', 'Normal Beard', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8682.png
8740,3/12/21,2722,862,23,8682,Human,Male,Medium,4,"['Cigarette', 'Nerd Glasses', 'Normal Beard', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8682.png
8741,4/9/21,862,4548,23.99,8682,Human,Male,Medium,4,"['Cigarette', 'Nerd Glasses', 'Normal Beard', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8682.png
8742,4/14/21,4548,4159,25.52,8682,Human,Male,Medium,4,"['Cigarette', 'Nerd Glasses', 'Normal Beard', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8682.png
8743,5/4/21,4159,2393,27,8682,Human,Male,Medium,4,"['Cigarette', 'Nerd Glasses', 'Normal Beard', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8682.png
8744,10/28/21,5215,6127,129.9,8682,Human,Male,Medium,4,"['Cigarette', 'Nerd Glasses', 'Normal Beard', 'Shaved Head']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8682.png
16038,8/1/21,1475,5678,35,8683,Human,Female,Dark,3,"['Mole', 'Wild Hair', 'Purple Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8683.png
16039,8/5/21,5678,4463,41.88,8683,Human,Female,Dark,3,"['Mole', 'Wild Hair', 'Purple Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8683.png
16040,8/11/21,4463,914,52,8683,Human,Female,Dark,3,"['Mole', 'Wild Hair', 'Purple Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8683.png
10518,2/13/21,506,6397,24.99,8686,Human,Male,Dark,2,"['Hoodie', 'Gold Chain']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8686.png
10519,5/11/21,282,2427,88,8686,Human,Male,Dark,2,"['Hoodie', 'Gold Chain']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8686.png
10520,7/2/21,2427,2693,101,8686,Human,Male,Dark,2,"['Hoodie', 'Gold Chain']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8686.png
3208,8/15/18,1303,1007,0.19,8687,Human,Male,Dark,3,"['Fedora', 'Classic Shades', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8687.png
3209,2/17/21,2752,5804,13,8687,Human,Male,Dark,3,"['Fedora', 'Classic Shades', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8687.png
3210,2/17/21,299,2752,10,8687,Human,Male,Dark,3,"['Fedora', 'Classic Shades', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8687.png
3211,2/21/21,5804,5267,16,8687,Human,Male,Dark,3,"['Fedora', 'Classic Shades', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8687.png
