date,from,to,eth_price,punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,img_url,dte
2021-02-02,2830,4052,5.9,2483,Human,Male,Medium,3,"['Earring', 'Horned Rim Glasses', 'Mohawk Dark']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk2483.png,2021-02-02
2021-02-02,920,4322,79.99,6666,Human,Female,Albino,4,"['Orange Side', 'Black Lipstick', 'Earring', 'Clown Eyes Blue']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk6666.png,2021-02-02
2021-02-02,229,1892,10.0,2914,Human,Female,Albino,2,"['Hot Lipstick', 'Frumpy Hair']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk2914.png,2021-02-02
2021-02-02,1776,4801,8.88,8803,Human,Male,Medium,3,"['Frown', 'Chinstrap', 'Cowboy Hat']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8803.png,2021-02-02
2021-02-02,1211,1892,30.0,4237,Human,Female,Albino,3,"['Green Eye Shadow', 'Pigtails', 'Purple Lipstick']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk4237.png,2021-02-02
2021-02-02,1165,1892,11.0,6522,Human,Female,Albino,3,"['Cap', 'VR', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk6522.png,2021-02-02
2021-02-02,5480,1228,38.5,2844,Human,Female,Medium,2,"['Black Lipstick', 'Pilot Helmet']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk2844.png,2021-02-02
2021-02-02,3415,1613,10.5,4257,Human,Female,Albino,3,"['Purple Eye Shadow', 'Mohawk Thin', 'Hot Lipstick']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk4257.png,2021-02-02
2021-02-02,4137,3207,5.1,4174,Human,Male,Medium,2,"['Mohawk', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4174.png,2021-02-02
2021-02-03,2375,3021,10.0,2581,Human,Male,Albino,3,"['Chinstrap', 'Regular Shades', 'Cowboy Hat']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk2581.png,2021-02-03
2021-02-03,2899,1149,5.75,2354,Human,Male,Dark,2,"['Bandana', 'Clown Eyes Green']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2354.png,2021-02-03
2021-02-03,3783,2974,11.22,2222,Human,Female,Dark,3,"['Clown Eyes Green', 'Blonde Short', 'Cigarette']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2222.png,2021-02-03
2021-02-03,3182,4322,6.5,3467,Human,Male,Light,3,"['Big Shades', 'Shadow Beard', 'Headband']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3467.png,2021-02-03
2021-02-03,3591,1420,6.2,4352,Human,Male,Albino,4,"['Messy Hair', 'Classic Shades', 'Normal Beard', 'Smile']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk4352.png,2021-02-03
2021-02-03,1523,5262,8.25,4797,Human,Female,Light,2,"['Mole', 'Tassle Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4797.png,2021-02-03
2021-02-03,1433,1023,6.8,8247,Human,Male,Dark,4,"['Handlebars', 'Earring', 'Regular Shades', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8247.png,2021-02-03
2021-02-03,6331,5804,5.98,2714,Human,Female,Albino,2,"['Bandana', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk2714.png,2021-02-03
2021-02-03,506,2974,8.25,7325,Human,Female,Dark,3,"['Black Lipstick', 'Straight Hair Dark', 'Nerd Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7325.png,2021-02-03
2021-02-03,3591,5133,5.75,5088,Human,Male,Albino,3,"['Earring', 'Knitted Cap', 'Regular Shades']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk5088.png,2021-02-03
2021-02-03,5637,1523,7.25,7383,Human,Male,Light,2,"['Big Shades', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7383.png,2021-02-03
2021-02-03,3346,1149,5.98,3312,Human,Male,Light,2,"['Stringy Hair', 'Classic Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3312.png,2021-02-03
2021-02-03,920,2584,17.69,5169,Human,Male,Dark,2,"['Clown Nose', 'Hoodie']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk5169.png,2021-02-03
2021-02-03,6435,5804,5.0,3095,Human,Male,Medium,3,"['Cigarette', 'Normal Beard Black', 'Knitted Cap']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3095.png,2021-02-03
2021-02-03,5357,6112,5.33,1378,Human,Male,Dark,2,"['Chinstrap', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1378.png,2021-02-03
2021-02-03,2166,5660,6.4,7468,Human,Male,Light,3,"['Normal Beard Black', 'Cap Forward', 'Big Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7468.png,2021-02-03
2021-02-03,6112,2948,5.48,1378,Human,Male,Dark,2,"['Chinstrap', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1378.png,2021-02-03
2021-02-03,2317,6217,7.0,4334,Human,Female,Dark,3,"['Clown Eyes Green', 'Hot Lipstick', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4334.png,2021-02-03
2021-02-03,5571,1135,5.8,4011,Human,Male,Dark,3,"['Stringy Hair', 'Classic Shades', 'Mustache']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4011.png,2021-02-03
2021-02-03,6112,1149,5.79,3922,Human,Male,Dark,2,"['Stringy Hair', 'Classic Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3922.png,2021-02-03
2021-02-03,5804,1892,7.5,2714,Human,Female,Albino,2,"['Bandana', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk2714.png,2021-02-03
2021-02-03,2724,3899,12.0,8933,Human,Female,Light,2,"['Pipe', 'Dark Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8933.png,2021-02-03
2021-02-03,506,229,18.0,1010,Human,Female,Light,3,"['Pink With Hat', 'Classic Shades', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1010.png,2021-02-03
2021-02-03,4472,5931,5.69,4906,Human,Male,Medium,3,"['Handlebars', 'Horned Rim Glasses', 'Do-rag']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4906.png,2021-02-03
2021-02-03,4451,2584,9.0,9450,Human,Male,Dark,3,"['Cigarette', 'Clown Nose', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk9450.png,2021-02-03
2021-02-03,1556,1613,6.99,3364,Human,Female,Medium,3,"['Mohawk', 'Clown Eyes Green', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3364.png,2021-02-03
2021-02-03,4104,1496,5.689,6828,Human,Male,Medium,3,"['Peak Spike', 'Handlebars', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6828.png,2021-02-03
2021-02-03,3591,1745,5.75,7409,Human,Male,Albino,2,"['Cap Forward', 'Eye Patch']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk7409.png,2021-02-03
2021-02-04,3392,1892,29.25,2394,Human,Female,Albino,2,"['Mohawk', 'Welding Goggles']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk2394.png,2021-02-04
2021-02-04,2166,3596,14.0,9455,Human,Female,Dark,2,"['Big Shades', 'Clown Hair Green']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk9455.png,2021-02-04
2021-02-04,506,2166,10.0,9455,Human,Female,Dark,2,"['Big Shades', 'Clown Hair Green']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk9455.png,2021-02-04
2021-02-04,3392,1892,12.35,5639,Human,Female,Light,2,"['Gold Chain', 'Wild Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5639.png,2021-02-04
2021-02-04,3873,3201,5.5,4484,Human,Male,Dark,3,"['Shadow Beard', 'Headband', 'Regular Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4484.png,2021-02-04
2021-02-04,1406,991,5.64,1592,Human,Male,Light,2,"['Nerd Glasses', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1592.png,2021-02-04
2021-02-04,3392,1892,23.85,7219,Human,Female,Medium,4,"['Choker', 'Half Shaved', 'Earring', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk7219.png,2021-02-04
2021-02-04,3861,1892,9.55,4130,Human,Female,Albino,2,"['Dark Hair', 'Purple Lipstick']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk4130.png,2021-02-04
2021-02-04,3392,1892,18.0,7272,Human,Female,Light,3,"['Green Eye Shadow', 'Hot Lipstick', 'Wild Blonde']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7272.png,2021-02-04
2021-02-04,3392,1892,9.0,9670,Human,Female,Albino,2,"['Crazy Hair', 'Nerd Glasses']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk9670.png,2021-02-04
2021-02-04,5842,2974,8.0,7306,Human,Female,Dark,2,"['Half Shaved', 'Cigarette']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7306.png,2021-02-04
2021-02-04,3392,1892,9.0,2654,Human,Female,Albino,3,"['Big Shades', 'Earring', 'Straight Hair Dark']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk2654.png,2021-02-04
2021-02-04,3392,1892,11.25,4313,Human,Female,Albino,2,"['Purple Lipstick', 'Cigarette']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk4313.png,2021-02-04
2021-02-04,4225,4322,120.0,8870,Human,Male,Light,5,"['Cigarette', 'Luxurious Beard', 'Big Shades', 'Earring', 'Top Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8870.png,2021-02-04
2021-02-04,570,3575,5.85,4684,Human,Male,Dark,4,"['Cigarette', 'Shadow Beard', 'Earring', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4684.png,2021-02-04
2021-02-04,2878,3309,6.99,3221,Human,Female,Medium,4,"['Vape', 'Black Lipstick', 'Mohawk', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3221.png,2021-02-04
2021-02-04,3392,1892,7.2,1697,Human,Female,Albino,3,"['Mole', 'Big Shades', 'Mohawk Thin']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk1697.png,2021-02-04
2021-02-04,3392,1892,9.9,1489,Human,Female,Light,3,"['Wild White Hair', 'Purple Lipstick', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1489.png,2021-02-04
2021-02-04,1406,3039,7.1,3222,Human,Female,Light,2,"['Big Shades', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3222.png,2021-02-04
2021-02-04,3392,1892,20.691,1253,Human,Female,Albino,3,"['Purple Lipstick', 'Earring', 'Blonde Bob']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk1253.png,2021-02-04
2021-02-04,3392,1892,12.6,1389,Human,Female,Light,3,"['Black Lipstick', 'Straight Hair Blonde', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1389.png,2021-02-04
2021-02-04,1064,2087,12.64,6437,Human,Male,Medium,2,"['Hoodie', 'Horned Rim Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6437.png,2021-02-04
2021-02-04,3861,1892,9.55,6728,Human,Female,Albino,2,"['Hot Lipstick', 'Straight Hair Dark']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk6728.png,2021-02-04
2021-02-04,3392,1892,12.6,9164,Human,Female,Albino,3,"['Messy Hair', 'Purple Lipstick', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk9164.png,2021-02-04
2021-02-04,4839,5654,8.25,6834,Human,Female,Dark,3,"['Pipe', 'Purple Eye Shadow', 'Dark Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6834.png,2021-02-04
2021-02-05,3267,425,7.5,6196,Human,Male,Light,3,"['Clown Eyes Blue', 'Luxurious Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk6196.png,2021-02-05
2021-02-05,166,952,16.0,195,Human,Female,Light,2,"['Straight Hair Blonde', 'Nerd Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk195.png,2021-02-05
2021-02-05,512,425,44.0,3106,Human,Male,Dark,2,"['Beanie', 'Shadow Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3106.png,2021-02-05
2021-02-05,4269,2848,16.4,3111,Human,Female,Albino,1,['Knitted Cap'],#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3111.png,2021-02-05
2021-02-05,4753,952,14.0,8520,Human,Male,Light,3,"['Shadow Beard', 'Small Shades', 'Cowboy Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8520.png,2021-02-05
2021-02-05,4965,425,7.0,4497,Human,Male,Light,2,"['Fedora', 'Clown Eyes Green']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4497.png,2021-02-05
2021-02-05,2166,2231,5.3,8215,Human,Male,Light,3,"['Mohawk Thin', 'Chinstrap', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8215.png,2021-02-05
2021-02-05,506,425,10.89,7651,Human,Male,Light,3,"['Normal Beard Black', 'Nerd Glasses', 'Clown Hair Green']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7651.png,2021-02-05
2021-02-05,4104,2637,6.0,6918,Human,Male,Medium,3,"['Normal Beard', 'Eye Patch', 'Mohawk Dark']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6918.png,2021-02-05
2021-02-05,3861,3332,7.49,9884,Human,Female,Light,3,"['Black Lipstick', 'Straight Hair Dark', 'Nerd Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk9884.png,2021-02-05
2021-02-05,920,2297,19.99,9028,Human,Female,Light,1,['Pipe'],#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk9028.png,2021-02-05
2021-02-05,6060,425,24.0,4444,Human,Male,Dark,3,"['Normal Beard Black', 'Shaved Head', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4444.png,2021-02-05
2021-02-05,3591,2584,24.5,4596,Human,Male,Dark,4,"['Clown Nose', 'Gold Chain', 'Knitted Cap', 'Medical Mask']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4596.png,2021-02-05
2021-02-05,1211,952,11.0,7504,Human,Male,Light,2,"['Cap Forward', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7504.png,2021-02-05
2021-02-05,3392,4148,23.0,2276,Human,Male,Medium,4,"['Buck Teeth', 'Shadow Beard', 'Wild Hair', 'Small Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk2276.png,2021-02-05
2021-02-05,5804,5287,5.99,3095,Human,Male,Medium,3,"['Cigarette', 'Normal Beard Black', 'Knitted Cap']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3095.png,2021-02-05
2021-02-06,1523,3845,13.25,4785,Human,Male,Dark,4,"['Luxurious Beard', 'Rosy Cheeks', 'Medical Mask', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4785.png,2021-02-06
2021-02-06,5660,4322,8.88,7468,Human,Male,Light,3,"['Normal Beard Black', 'Cap Forward', 'Big Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7468.png,2021-02-06
2021-02-06,4060,5164,5.15,5996,Human,Male,Dark,3,"['Cap', 'Earring', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk5996.png,2021-02-06
2021-02-06,2337,4129,7.799,5985,Human,Male,Dark,3,"['Shadow Beard', 'Wild Hair', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk5985.png,2021-02-06
2021-02-06,2375,4965,6.5,3056,Human,Male,Albino,3,"['Cap Forward', 'Earring', 'Small Shades']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3056.png,2021-02-06
2021-02-06,1406,1892,13.5,9194,Human,Female,Albino,2,"['Tassle Hat', 'Hot Lipstick']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk9194.png,2021-02-06
2021-02-06,166,723,15.0,916,Human,Female,Light,1,['Headband'],#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk916.png,2021-02-06
2021-02-06,4394,3845,11.77,7249,Human,Male,Dark,4,"['Cigarette', 'Chinstrap', 'Small Shades', 'Cowboy Hat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7249.png,2021-02-06
2021-02-06,3332,2630,8.5,8394,Human,Female,Dark,3,"['Big Shades', 'Purple Lipstick', 'Blonde Bob']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk8394.png,2021-02-06
2021-02-06,4060,1523,5.12,3426,Human,Male,Medium,3,"['Bandana', 'Earring', 'Small Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3426.png,2021-02-06
2021-02-06,4791,1892,33.0,6994,Human,Female,Medium,3,"['Pink With Hat', 'Purple Lipstick', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6994.png,2021-02-06
2021-02-07,3861,1533,8.25,2984,Human,Female,Medium,3,"['Red Mohawk', 'Hot Lipstick', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk2984.png,2021-02-07
2021-02-07,4746,4873,6.0,1594,Human,Male,Light,2,"['Goat', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1594.png,2021-02-07
2021-02-07,1228,5479,215.0,6297,Zombie,Male,Non-human,3,"['Cigarette', 'Nerd Glasses', 'Top Hat']",#8DFFCD,https://www.larvalabs.com/cryptopunks/cryptopunk6297.png,2021-02-07
2021-02-07,506,3861,18.0,8849,Human,Female,Light,3,"['Horned Rim Glasses', 'Pink With Hat', 'Hot Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8849.png,2021-02-07
2021-02-07,1406,3741,10.9,7374,Human,Male,Light,3,"['Earring', 'Normal Beard', 'Cowboy Hat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7374.png,2021-02-07
2021-02-07,2496,1686,5.49,7554,Human,Male,Light,3,"['Eye Mask', 'Shadow Beard', 'Shaved Head']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7554.png,2021-02-07
2021-02-07,1919,3780,5.5,3915,Human,Male,Light,2,"['Stringy Hair', 'Vape']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3915.png,2021-02-07
2021-02-08,1808,4746,4.95,7179,Human,Male,Dark,3,"['Messy Hair', 'Shadow Beard', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7179.png,2021-02-08
2021-02-08,419,1146,4.99,6134,Human,Male,Albino,2,"['Frumpy Hair', 'Muttonchops']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk6134.png,2021-02-08
2021-02-08,2974,4307,97.0,7846,Human,Male,Light,2,"['Beanie', '3D Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7846.png,2021-02-08
2021-02-08,1229,2710,5.5,3683,Human,Male,Medium,3,"['Cigarette', 'Frumpy Hair', 'Handlebars']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3683.png,2021-02-08
2021-02-08,3591,1965,7.0,4975,Human,Male,Albino,3,"['Cap Forward', 'Earring', 'Eye Patch']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk4975.png,2021-02-08
2021-02-08,3523,2710,5.49,7755,Human,Male,Dark,2,"['Stringy Hair', 'Muttonchops']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7755.png,2021-02-08
2021-02-08,2292,920,24.9999,7763,Human,Female,Dark,4,"['Red Mohawk', 'Big Shades', 'Purple Lipstick', 'Rosy Cheeks']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7763.png,2021-02-08
2021-02-08,419,1776,4.82,1436,Human,Male,Dark,2,"['Mohawk', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1436.png,2021-02-08
2021-02-08,1422,2710,5.29,3693,Human,Male,Light,3,"['Clown Eyes Blue', 'Cap', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3693.png,2021-02-08
2021-02-08,4489,5853,8.5,7571,Human,Male,Light,2,"['Rosy Cheeks', 'Headband']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7571.png,2021-02-08
2021-02-08,2496,2710,5.49,8508,Human,Male,Light,3,"['Mohawk Thin', 'Classic Shades', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8508.png,2021-02-08
2021-02-08,3591,1806,6.0,9249,Human,Male,Medium,3,"['Cigarette', 'Cap Forward', 'Shadow Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9249.png,2021-02-08
2021-02-08,2292,1892,9.04999,7250,Human,Female,Albino,3,"['Red Mohawk', 'Blue Eye Shadow', 'Hot Lipstick']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk7250.png,2021-02-08
2021-02-08,419,3332,5.99,2888,Human,Female,Dark,3,"['Black Lipstick', 'Mohawk Dark', 'Cigarette']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2888.png,2021-02-08
2021-02-08,1668,6032,6.7,3878,Human,Male,Light,3,"['Handlebars', 'Earring', 'Headband']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3878.png,2021-02-08
2021-02-08,3591,6105,8.5,9239,Human,Male,Medium,3,"['Handlebars', 'Big Shades', 'Crazy Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9239.png,2021-02-08
2021-02-08,2899,1833,6.5,7040,Human,Male,Medium,2,"['Bandana', 'Normal Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk7040.png,2021-02-08
2021-02-08,4104,3614,6.0,7808,Human,Male,Dark,3,"['Cigarette', 'Muttonchops', 'Mohawk Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7808.png,2021-02-08
2021-02-08,419,3332,6.5,6230,Human,Female,Dark,2,"['Mohawk', 'Cigarette']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6230.png,2021-02-08
2021-02-08,1668,6105,14.75,5926,Human,Male,Albino,3,"['Hoodie', 'Goat', 'Regular Shades']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk5926.png,2021-02-08
2021-02-08,506,5853,8.5,8510,Human,Male,Albino,3,"['Earring', 'VR', 'Mohawk']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8510.png,2021-02-08
2021-02-08,1007,6105,12.0,4909,Human,Male,Albino,2,"['Big Shades', 'Wild Hair']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk4909.png,2021-02-08
2021-02-08,4137,1833,6.49,4202,Human,Male,Light,3,"['Earring', 'Normal Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4202.png,2021-02-08
2021-02-08,506,5049,6.0,8987,Human,Male,Light,2,"['Chinstrap', 'Nerd Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8987.png,2021-02-08
2021-02-08,166,1228,11.0,994,Human,Female,Albino,4,"['Vape', 'Knitted Cap', 'Black Lipstick', 'Spots']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk994.png,2021-02-08
2021-02-08,1229,5357,5.75,7955,Human,Male,Dark,3,"['Cap', 'Nerd Glasses', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7955.png,2021-02-08
2021-02-08,506,512,47.0,9749,Human,Male,Medium,3,"['Beanie', 'Chinstrap', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9749.png,2021-02-08
2021-02-08,6032,1965,15.0,7844,Human,Male,Light,4,"['Front Beard', 'Hoodie', 'Classic Shades', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7844.png,2021-02-08
2021-02-08,3332,1892,9.5,7922,Human,Female,Albino,3,"['Black Lipstick', 'Mohawk', 'Classic Shades']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk7922.png,2021-02-08
2021-02-08,1406,6032,5.98,9518,Human,Male,Light,3,"['Messy Hair', 'Mustache', 'Eye Patch']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk9518.png,2021-02-08
2021-02-08,166,2166,18.0,638,Human,Male,Medium,4,"['Chinstrap', 'Top Hat', 'Smile', 'VR']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk638.png,2021-02-08
2021-02-08,5654,6105,9.99,6834,Human,Female,Dark,3,"['Pipe', 'Purple Eye Shadow', 'Dark Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6834.png,2021-02-08
2021-02-08,4489,1892,9.999,1796,Human,Female,Dark,3,"['Black Lipstick', 'Bandana', 'Rosy Cheeks']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1796.png,2021-02-08
2021-02-08,4104,4873,5.689,6424,Human,Male,Medium,2,"['Messy Hair', 'Chinstrap']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6424.png,2021-02-08
2021-02-08,4262,1728,5.25,4844,Human,Male,Dark,2,"['Headband', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4844.png,2021-02-08
2021-02-08,5249,1965,7.89,5287,Human,Male,Medium,3,"['Mohawk Thin', 'Pipe', 'Eye Patch']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5287.png,2021-02-08
2021-02-08,1745,5653,5.74,4841,Human,Male,Dark,2,"['Do-rag', 'Mole']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4841.png,2021-02-08
2021-02-08,1406,3861,16.3,5725,Human,Male,Light,4,"['Normal Beard Black', 'Hoodie', 'Earring', 'Eye Patch']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5725.png,2021-02-08
2021-02-08,236,2297,9.5,7593,Human,Female,Dark,3,"['Purple Eye Shadow', 'Hot Lipstick', 'Half Shaved']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7593.png,2021-02-08
2021-02-08,2087,2710,5.5,3033,Human,Male,Medium,3,"['Cigarette', 'Shadow Beard', 'Do-rag']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3033.png,2021-02-08
2021-02-08,2375,1776,6.0,1241,Human,Male,Albino,2,"['Goat', 'Shaved Head']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk1241.png,2021-02-08
2021-02-08,506,1171,5.81,9821,Human,Male,Dark,2,"['Muttonchops', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk9821.png,2021-02-08
