date,from,to,eth_price,punk_id,type,gender,skin_tone,attr_count,attributes,skin_tone_color,img_url,dte
2017-06-23,1406,888,0.2,4641,Human,Female,Light,3,"['Purple Eye Shadow', 'Wild Blonde', 'Cigarette']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4641.png,2017-06-23
2017-06-23,1406,1218,0.04,5719,Human,Female,Medium,3,"['Welding Goggles', 'Dark Hair', 'Cigarette']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5719.png,2017-06-23
2017-06-23,1406,1218,0.06,6208,Human,Male,Medium,2,"['Shadow Beard', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6208.png,2017-06-23
2017-06-23,166,4722,0.1,5056,Human,Male,Albino,4,"['Beanie', 'Luxurious Beard', 'Earring', 'VR']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk5056.png,2017-06-23
2017-06-23,1406,2518,0.2,5545,Human,Female,Albino,5,"['Vape', 'Hot Lipstick', 'Wild Hair', 'Earring', '3D Glasses']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk5545.png,2017-06-23
2017-06-23,1406,2518,0.25,1841,Human,Female,Dark,3,"['Black Lipstick', 'Green Eye Shadow', 'Mohawk Thin']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1841.png,2017-06-23
2017-06-23,1406,166,0.01,3134,Human,Male,Medium,3,"['Gold Chain', 'Crazy Hair', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3134.png,2017-06-23
2017-06-23,1406,1218,0.116,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png,2017-06-23
2017-06-23,1406,888,0.107,6318,Human,Male,Light,4,"['Eye Mask', 'Earring', 'Mohawk', 'Mole']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk6318.png,2017-06-23
2017-06-23,1406,2518,0.3,5633,Human,Male,Dark,3,"['Big Shades', 'Shadow Beard', 'Top Hat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk5633.png,2017-06-23
2017-06-23,1406,1218,0.03,6548,Human,Male,Albino,4,"['Front Beard', 'Earring', 'Do-rag', 'Clown Eyes Green']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk6548.png,2017-06-23
2017-06-23,1406,2518,0.131,8878,Human,Male,Albino,3,"['Cigarette', 'Bandana', 'Normal Beard']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8878.png,2017-06-23
2017-06-23,1406,1904,0.3,5916,Human,Male,Medium,2,"['VR', 'Mohawk Dark']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5916.png,2017-06-23
2017-06-23,1406,1218,0.06,4025,Human,Male,Dark,3,"['Normal Beard', 'Knitted Cap', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4025.png,2017-06-23
2017-06-23,1406,1218,0.03,5621,Human,Female,Medium,3,"['Straight Hair Blonde', 'Classic Shades', 'Purple Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5621.png,2017-06-23
2017-06-23,1406,1904,0.09,6934,Human,Male,Medium,3,"['Messy Hair', 'Luxurious Beard', 'Classic Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6934.png,2017-06-23
2017-06-23,1406,1218,0.06,5624,Human,Male,Light,3,"['Peak Spike', 'Earring', 'Eye Patch']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5624.png,2017-06-23
2017-06-24,820,4722,0.15,5167,Human,Female,Light,3,"['Gold Chain', 'Crazy Hair', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5167.png,2017-06-24
2017-06-24,858,1630,0.5,5138,Human,Male,Medium,3,"['Earring', 'VR', 'Mohawk Dark']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5138.png,2017-06-24
2017-06-24,1406,1904,0.35,4445,Human,Male,Light,2,"['Peak Spike', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4445.png,2017-06-24
2017-06-24,820,1406,0.15,9131,Human,Female,Light,3,"['Black Lipstick', 'Crazy Hair', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk9131.png,2017-06-24
2017-06-24,5744,4492,0.335,1050,Human,Female,Medium,0,[''],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk1050.png,2017-06-24
2017-06-24,1406,5220,0.3,4148,Human,Male,Dark,3,"['Luxurious Beard', 'Cap Forward', 'Regular Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4148.png,2017-06-24
2017-06-24,820,1406,0.15,9963,Human,Male,Albino,4,"['Chinstrap', 'Purple Hair', 'Earring', 'VR']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk9963.png,2017-06-24
2017-06-24,2794,888,2e-10,1657,Human,Male,Medium,2,"['Cap', 'Horned Rim Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk1657.png,2017-06-24
2017-06-24,2794,2139,2e-10,1376,Human,Male,Dark,3,"['Messy Hair', 'Luxurious Beard', 'Earring']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1376.png,2017-06-24
2017-06-24,820,1406,0.15,1216,Human,Male,Light,1,['Purple Hair'],#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1216.png,2017-06-24
2017-06-24,1406,1904,0.3,1416,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Mole']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1416.png,2017-06-24
2017-06-24,1406,5220,0.36,5921,Human,Male,Light,2,"['Horned Rim Glasses', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5921.png,2017-06-24
2017-06-24,2794,1406,0.1,4842,Human,Male,Medium,3,"['Mohawk Thin', 'Earring', 'Smile']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4842.png,2017-06-24
2017-06-24,2794,1630,0.3,8142,Human,Female,Light,3,"['Green Eye Shadow', 'Mohawk Thin', 'Purple Lipstick']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8142.png,2017-06-24
2017-06-24,2601,1904,0.001,9926,Human,Female,Medium,2,"['Tiara', 'Hot Lipstick']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9926.png,2017-06-24
2017-06-24,4722,1406,0.23,3507,Human,Male,Dark,3,"['Handlebars', 'Do-rag', '3D Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk3507.png,2017-06-24
2017-06-24,2794,1406,0.2,4509,Human,Male,Light,2,"['Normal Beard Black', 'Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4509.png,2017-06-24
2017-06-25,1904,5223,0.2,4468,Human,Female,Medium,3,"['Orange Side', 'Earring', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4468.png,2017-06-25
2017-06-25,5264,1904,0.1,4468,Human,Female,Medium,3,"['Orange Side', 'Earring', 'Nerd Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4468.png,2017-06-25
2017-06-25,1904,5147,0.2,6315,Human,Male,Light,3,"['Police Cap', 'Muttonchops', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk6315.png,2017-06-25
2017-06-25,5264,1904,0.1,6315,Human,Male,Light,3,"['Police Cap', 'Muttonchops', 'VR']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk6315.png,2017-06-25
2017-06-25,1701,3408,0.135,9439,Human,Male,Light,3,"['Classic Shades', 'Mustache', 'Mohawk']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk9439.png,2017-06-25
2017-06-25,4733,1904,0.15,3614,Human,Male,Medium,2,"['Hoodie', 'Shadow Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3614.png,2017-06-25
2017-06-25,5264,2864,0.2,2614,Human,Male,Dark,3,"['Clown Eyes Blue', 'Luxurious Beard', 'Police Cap']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2614.png,2017-06-25
2017-06-25,5264,1904,0.1,6140,Human,Male,Dark,3,"['Frown', 'Spots', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png,2017-06-25
2017-06-25,1701,5147,0.15,1036,Human,Male,Light,2,"['Mohawk Thin', 'Classic Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1036.png,2017-06-25
2017-06-25,5264,3408,0.1,2997,Human,Female,Dark,2,"['Clown Eyes Green', 'Clown Hair Green']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2997.png,2017-06-25
2017-06-25,5264,5147,0.1,8037,Human,Female,Medium,4,"['Mole', 'Blue Eye Shadow', 'Black Lipstick', 'Frumpy Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8037.png,2017-06-25
2017-06-25,4733,1701,0.211740179,2789,Human,Male,Light,3,"['Vampire Hair', 'Shadow Beard', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk2789.png,2017-06-25
2017-06-26,2593,2151,0.3,2883,Human,Male,Dark,2,"['Messy Hair', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2883.png,2017-06-26
2017-06-26,4530,1218,1e-06,5104,Human,Male,Light,3,"['Cigarette', 'Peak Spike', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png,2017-06-26
2017-06-26,5264,6415,0.2,5715,Human,Male,Medium,2,"['Police Cap', 'VR']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk5715.png,2017-06-26
2017-06-26,1701,1218,0.14,1054,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Goat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1054.png,2017-06-26
2017-06-26,2724,5147,0.18,5141,Human,Male,Light,2,"['Cap', 'Mustache']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5141.png,2017-06-26
2017-06-27,1406,6398,0.3,4547,Human,Female,Light,3,"['Bandana', 'Hot Lipstick', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4547.png,2017-06-27
2017-06-27,166,1218,0.3,861,Human,Female,Dark,1,['Straight Hair'],#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk861.png,2017-06-27
2017-06-27,820,2151,0.25,7982,Human,Female,Dark,2,"['Gold Chain', 'Mohawk']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7982.png,2017-06-27
2017-06-27,4163,2151,1.0,1802,Human,Male,Light,4,"['Cigarette', 'Fedora', 'Nerd Glasses', 'Big Beard']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1802.png,2017-06-27
2017-06-27,820,6398,0.25,7223,Human,Male,Light,3,"['Earring', 'Top Hat', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7223.png,2017-06-27
2017-06-27,3477,1406,0.1,2624,Human,Female,Light,3,"['Wild White Hair', 'Earring', 'Cigarette']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk2624.png,2017-06-27
2017-06-27,1303,1218,0.15,1257,Human,Male,Dark,3,"['Classic Shades', 'Earring', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1257.png,2017-06-27
2017-06-27,3477,1406,0.1,6642,Human,Male,Dark,3,"['Normal Beard Black', 'Big Shades', 'Crazy Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6642.png,2017-06-27
2017-06-27,1303,1406,0.15,3544,Human,Male,Albino,3,"['Mohawk Thin', 'Shadow Beard', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png,2017-06-27
2017-06-27,1303,2151,0.15,1146,Human,Male,Light,2,"['Mohawk', 'Eye Patch']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1146.png,2017-06-27
2017-06-27,5264,3647,0.2,9874,Human,Male,Medium,1,['Big Beard'],#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9874.png,2017-06-27
2017-06-27,1303,1406,0.15,3530,Human,Male,Light,2,"['Handlebars', 'Mohawk Thin']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3530.png,2017-06-27
2017-06-27,5264,6398,0.2,7197,Human,Male,Dark,4,"['Mohawk Thin', 'Gold Chain', 'Earring', 'VR']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7197.png,2017-06-27
2017-06-27,1303,1406,0.15,1160,Human,Male,Dark,3,"['Earring', 'Knitted Cap', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1160.png,2017-06-27
2017-06-27,227,2929,0.2,6549,Human,Female,Dark,3,"['Classic Shades', 'Half Shaved', 'Purple Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6549.png,2017-06-27
2017-06-27,1406,1701,0.153037884,2624,Human,Female,Light,3,"['Wild White Hair', 'Earring', 'Cigarette']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk2624.png,2017-06-27
2017-06-27,4753,6398,0.25,8517,Human,Male,Light,3,"['Bandana', 'Handlebars', 'Eye Patch']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8517.png,2017-06-27
2017-06-27,858,2929,0.5,8521,Human,Male,Medium,3,"['Luxurious Beard', 'Peak Spike', 'Big Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8521.png,2017-06-27
2017-06-27,5264,2929,0.3,6687,Human,Male,Albino,3,"['Police Cap', 'Big Shades', 'Gold Chain']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk6687.png,2017-06-27
2017-06-27,1406,1218,0.3,4971,Human,Male,Dark,5,"['Cigarette', 'Front Beard', 'Earring', 'Mohawk', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4971.png,2017-06-27
2017-06-27,4269,2929,0.29,7735,Human,Female,Dark,2,"['Crazy Hair', 'Purple Lipstick']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7735.png,2017-06-27
2017-06-27,1516,1218,1e-18,1784,Human,Male,Light,3,"['Classic Shades', 'Crazy Hair', 'Medical Mask']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1784.png,2017-06-27
2017-06-27,3591,2151,1.0,4379,Human,Male,Medium,3,"['Hoodie', 'Shadow Beard', '3D Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4379.png,2017-06-27
2017-06-28,2639,1406,0.05,5880,Human,Male,Light,2,"['Front Beard Dark', 'Wild Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5880.png,2017-06-28
2017-06-28,820,1218,0.1,8527,Human,Female,Light,2,"['Eye Mask', 'Tiara']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8527.png,2017-06-28
2017-06-28,820,1218,0.1,3257,Human,Female,Light,3,"['Black Lipstick', 'Stringy Hair', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3257.png,2017-06-28
2017-06-28,820,1701,0.100939472,8523,Human,Female,Light,3,"['Purple Eye Shadow', 'Crazy Hair', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8523.png,2017-06-28
2017-06-28,820,1218,0.25,5734,Human,Female,Light,3,"['Mole', 'Tiara', 'Green Eye Shadow']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5734.png,2017-06-28
2017-06-28,2639,1406,0.05,3226,Human,Male,Medium,3,"['Muttonchops', 'Nerd Glasses', 'Do-rag']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3226.png,2017-06-28
2017-06-28,2639,1406,0.03,9571,Human,Female,Dark,3,"['Half Shaved', 'Purple Lipstick', 'Cigarette']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk9571.png,2017-06-28
2017-06-28,820,1218,0.1,8526,Human,Female,Light,2,"['Classic Shades', 'Straight Hair Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8526.png,2017-06-28
2017-06-29,1303,2794,0.084,1385,Human,Male,Light,3,"['Peak Spike', 'Goat', 'Small Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1385.png,2017-06-29
2017-06-29,1303,2794,0.08,1324,Human,Male,Medium,3,"['Frumpy Hair', 'Earring', 'Regular Shades']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk1324.png,2017-06-29
2017-06-29,1303,2794,0.079,1430,Human,Male,Dark,4,"['Chinstrap', 'Earring', 'Horned Rim Glasses', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1430.png,2017-06-29
2017-06-29,1406,4722,0.16,3413,Human,Female,Medium,2,"['Clown Eyes Green', 'Wild Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3413.png,2017-06-29
2017-06-29,2639,1218,0.12,9371,Human,Male,Light,3,"['Muttonchops', 'Fedora', 'Eye Patch']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk9371.png,2017-06-29
2017-06-29,1218,2794,1.89,1374,Zombie,Male,Non-human,3,"['Big Shades', 'Earring', 'Mohawk Dark']",#8DFFCD,https://www.larvalabs.com/cryptopunks/cryptopunk1374.png,2017-06-29
2017-06-29,1303,1218,0.15,1155,Human,Male,Dark,3,"['Front Beard', 'Frumpy Hair', 'Nerd Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1155.png,2017-06-29
2017-06-29,2639,1406,0.1,8432,Human,Male,Medium,5,"['Cigarette', 'Shadow Beard', 'Earring', 'Eye Patch', 'Mole']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8432.png,2017-06-29
2017-06-29,2639,4722,0.12,4969,Human,Male,Medium,2,"['Fedora', 'Goat']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk4969.png,2017-06-29
2017-06-29,2639,4722,0.15,2916,Human,Male,Dark,3,"['Bandana', 'Clown Nose', 'Goat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2916.png,2017-06-29
2017-06-29,2794,166,0.2,2897,Human,Male,Dark,2,"['Big Shades', 'Headband']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2897.png,2017-06-29
2017-06-29,2639,1406,0.08,1592,Human,Male,Light,2,"['Nerd Glasses', 'Mohawk Dark']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1592.png,2017-06-29
2017-06-29,2639,166,0.12,2574,Human,Male,Dark,3,"['Purple Hair', 'Earring', 'Goat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2574.png,2017-06-29
2017-06-29,1904,3765,0.29,3614,Human,Male,Medium,2,"['Hoodie', 'Shadow Beard']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk3614.png,2017-06-29
2017-06-29,1303,1406,0.08,1401,Human,Male,Dark,2,"['Peak Spike', 'Normal Beard']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1401.png,2017-06-29
2017-06-29,1303,2794,0.084,1338,Human,Male,Dark,2,"['Smile', 'Shaved Head']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1338.png,2017-06-29
2017-06-29,2794,1218,0.2,2801,Human,Male,Dark,2,"['Messy Hair', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk2801.png,2017-06-29
2017-06-29,1406,2794,0.13,8673,Human,Male,Medium,3,"['Luxurious Beard', 'Earring', 'Crazy Hair']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8673.png,2017-06-29
2017-06-29,1303,1701,0.084425904,1397,Human,Male,Dark,3,"['Mustache', 'Horned Rim Glasses', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1397.png,2017-06-29
2017-06-29,1303,1406,0.0999,1396,Human,Male,Medium,3,"['Frumpy Hair', 'Gold Chain', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk1396.png,2017-06-29
2017-06-29,5744,1008,0.5,8967,Human,Male,Albino,3,"['Hoodie', 'Big Shades', 'Vape']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk8967.png,2017-06-29
2017-06-29,5264,1218,0.19,7078,Human,Male,Light,2,"['Cigarette', 'Police Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk7078.png,2017-06-29
2017-06-29,1303,2794,0.084,1387,Human,Male,Light,2,"['Frumpy Hair', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1387.png,2017-06-29
2017-06-29,2639,1218,0.08,8954,Human,Female,Medium,3,"['Messy Hair', 'Black Lipstick', 'Horned Rim Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8954.png,2017-06-29
2017-06-29,1218,2758,0.19,8781,Human,Male,Light,4,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk8781.png,2017-06-29
2017-06-29,1406,1218,0.14,5340,Human,Female,Dark,2,"['Mohawk', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk5340.png,2017-06-29
2017-06-29,2639,1406,0.06,1610,Human,Male,Dark,2,"['Front Beard Dark', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1610.png,2017-06-29
2017-06-29,1406,4722,0.15,3544,Human,Male,Albino,3,"['Mohawk Thin', 'Shadow Beard', 'Earring']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3544.png,2017-06-29
2017-06-30,1406,5648,0.18,4509,Human,Male,Light,2,"['Normal Beard Black', 'Cap']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4509.png,2017-06-30
2017-06-30,4733,5648,0.145,5483,Human,Male,Light,2,"['Chinstrap', 'Wild Hair']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5483.png,2017-06-30
2017-06-30,1218,5648,0.19,1257,Human,Male,Dark,3,"['Classic Shades', 'Earring', 'Do-rag']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1257.png,2017-06-30
2017-06-30,1406,5648,0.175,7276,Human,Male,Albino,2,"['Messy Hair', 'Mole']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk7276.png,2017-06-30
2017-06-30,1218,1406,0.19,8954,Human,Female,Medium,3,"['Messy Hair', 'Black Lipstick', 'Horned Rim Glasses']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk8954.png,2017-06-30
2017-06-30,1218,4791,2.29,1886,Zombie,Male,Non-human,2,"['Messy Hair', 'Shadow Beard']",#8DFFCD,https://www.larvalabs.com/cryptopunks/cryptopunk1886.png,2017-06-30
2017-06-30,1406,2794,0.14,4827,Human,Male,Light,3,"['Stringy Hair', 'Luxurious Beard', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4827.png,2017-06-30
2017-06-30,1303,5648,0.15,1143,Human,Male,Dark,2,"['Bandana', 'Front Beard Dark']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1143.png,2017-06-30
2017-06-30,4733,5648,0.15,4636,Human,Male,Light,2,"['Frumpy Hair', 'Regular Shades']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk4636.png,2017-06-30
2017-06-30,1218,5648,0.19,4025,Human,Male,Dark,3,"['Normal Beard', 'Knitted Cap', 'Small Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk4025.png,2017-06-30
2017-06-30,4733,5648,0.2,5591,Human,Female,Light,3,"['Frumpy Hair', 'Purple Lipstick', 'Cigarette']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5591.png,2017-06-30
2017-06-30,4733,1904,0.14,9513,Human,Male,Albino,2,"['Hoodie', 'Normal Beard']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk9513.png,2017-06-30
2017-06-30,1218,5648,0.19,1054,Human,Male,Light,3,"['Stringy Hair', 'Earring', 'Goat']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk1054.png,2017-06-30
2017-06-30,5264,166,0.2,7739,Human,Male,Medium,4,"['Cigarette', 'Gold Chain', 'Earring', 'Headband']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk7739.png,2017-06-30
2017-06-30,5264,271,0.2,7485,Human,Male,Dark,3,"['Gold Chain', 'Shadow Beard', 'Cowboy Hat']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7485.png,2017-06-30
2017-06-30,1218,1406,0.19,5340,Human,Female,Dark,2,"['Mohawk', 'Eye Patch']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk5340.png,2017-06-30
2017-06-30,1218,1904,0.19,3257,Human,Female,Light,3,"['Black Lipstick', 'Stringy Hair', 'Earring']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3257.png,2017-06-30
2017-06-30,1218,446,0.19,5104,Human,Male,Light,3,"['Cigarette', 'Peak Spike', 'Horned Rim Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5104.png,2017-06-30
2017-06-30,5264,1303,0.2,9863,Human,Male,Dark,1,['Cigarette'],#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk9863.png,2017-06-30
2017-06-30,2794,4146,0.3,3829,Human,Female,Albino,2,"['Clown Nose', 'Mohawk Dark']",#F2DC5D,https://www.larvalabs.com/cryptopunks/cryptopunk3829.png,2017-06-30
2017-06-30,2794,5648,0.2,1486,Human,Male,Medium,3,"['Mohawk Thin', 'Big Shades', 'Muttonchops']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk1486.png,2017-06-30
2017-07-01,4733,1701,0.225595534,3611,Human,Male,Light,2,"['Messy Hair', 'Nerd Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk3611.png,2017-07-01
2017-07-01,1904,3408,0.2,6140,Human,Male,Dark,3,"['Frown', 'Spots', 'Wild Hair']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk6140.png,2017-07-01
2017-07-01,1218,5648,0.19,5624,Human,Male,Light,3,"['Peak Spike', 'Earring', 'Eye Patch']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk5624.png,2017-07-01
2017-07-01,1218,5648,0.19,6208,Human,Male,Medium,2,"['Shadow Beard', 'Earring']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk6208.png,2017-07-01
2017-07-01,820,446,0.35,9303,Human,Female,Medium,2,"['Mohawk Dark', 'Clown Eyes Blue']",#DB9065,https://www.larvalabs.com/cryptopunks/cryptopunk9303.png,2017-07-01
2017-07-01,2928,5648,0.18,2147,Human,Male,Light,2,"['Bandana', 'Nerd Glasses']",#F2A359,https://www.larvalabs.com/cryptopunks/cryptopunk2147.png,2017-07-01
2017-07-01,1218,5648,0.19,1155,Human,Male,Dark,3,"['Front Beard', 'Frumpy Hair', 'Nerd Glasses']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1155.png,2017-07-01
2017-07-01,5264,1701,0.240357102,7243,Human,Male,Dark,2,"['Eye Mask', 'Hoodie']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk7243.png,2017-07-01
2017-07-01,2794,5648,0.2,1686,Human,Male,Dark,2,"['Messy Hair', 'Big Shades']",#A4031F,https://www.larvalabs.com/cryptopunks/cryptopunk1686.png,2017-07-01
